tier	l3_name	l1_name	l2_name	lead_archetype	quick_win	combined_max_value	flag_count	flags	is_cross_functional
3	Service & Upfit Quality Assurance	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	5000000	1	CONFIDENCE_GAP	N
3	Service Parts Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	4800000	1	CONFIDENCE_GAP	N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	AGENTIC	N	4750000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	AGENTIC	N	4750000	0		N
3	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	AGENTIC	N	4700000	0		N
3	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	AGENTIC	N	4700000	0		N
3	Global Manufacturing Process Governance	Make	Manufacturing Engineering & Process Design	DETERMINISTIC	N	4700000	0		N
3	Material Requirements Planning (MRP) Integration	Plan	Production Planning & Scheduling	AGENTIC	N	4600000	0		N
3	In-Process Component & Assembly Verification	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	4500000	0		N
3	Customer Order Receipt & Validation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	4500000	1	CONFIDENCE_GAP	N
3	Claim Adjudication & Processing	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	4500000	0		N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4400000	0		N
3	Master Production Scheduling (MPS)	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4300000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4300000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	0		N
3	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	0		N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	AGENTIC	N	4200000	1	NO_STAKES	N
3	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	4200000	0		N
3	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	AGENTIC	N	4200000	0		N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
3	Demand Forecasting & Analysis	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	4200000	0		N
3	Receiving & Putaway Operations	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	4200000	1	CONFIDENCE_GAP	N
3	Exception & Non-Conformance Management	Make	Trim Chassis & Final Assembly	DETERMINISTIC	N	4000000	1	CONFIDENCE_GAP	N
3	Purchase Order Amendment & Change Management	Procure Source & Buy	Purchase Order Management & Execution	DETERMINISTIC	N	4000000	1	CONFIDENCE_GAP	N
3	In-Transit Visibility & Exception Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	4000000	0		N
3	Continuous Improvement & Data Analytics	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	4000000	0		N
3	Packaging Inventory Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	4000000	0		N
3	Recall & FSA Execution & Monitoring	Service	Recall & Field Service Action Management	DETERMINISTIC	N	4000000	1	CONFIDENCE_GAP	N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	4000000	0		N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	4000000	0		N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	4000000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	3900000	0		N
3	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	AGENTIC	N	3800000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3800000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	3800000	0		N
3	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	AGENTIC	N	3800000	0		N
3	Logistics Performance & Supplier Collaboration	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	3800000	0		N
3	Logistics Performance Management & Analytics	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	3700000	1	CONFIDENCE_GAP	N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3600000	0		N
3	Statistical Demand Modeling & Analytics	Plan	Demand Forecasting & Sensing	AGENTIC	N	3600000	0		N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3600000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	AGENTIC	N	3600000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	AGENTIC	N	3600000	2	NO_STAKES; CONFIDENCE_GAP	N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	3600000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3500000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3500000	1	CONFIDENCE_GAP	N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	AGENTIC	N	3500000	1	NO_STAKES	N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3500000	0		N
3	Topcoat Application	Make	Paint Operations	DETERMINISTIC	N	3500000	0		N
3	Quality Performance Data Analysis	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	3500000	0		N
3	Continuous Improvement & Lean Initiatives	Make	Production Support Services	DETERMINISTIC	N	3500000	1	CONFIDENCE_GAP	N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3400000	1	NO_STAKES	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	AGENTIC	N	3200000	0		N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	3200000	1	NO_STAKES	N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
3	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	3200000	0		N
3	Paint Shop Maintenance & Reliability	Make	Paint Operations	DETERMINISTIC	N	3000000	0		N
3	Continuous Improvement & Lean Manufacturing	Make	Powertrain Manufacturing (Engine & Transmission)	DETERMINISTIC	N	3000000	0		N
3	Manufacturing Process Quality Audits	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	3000000	1	CONFIDENCE_GAP	N
3	Metrology & Measurement System Management	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	3000000	1	CONFIDENCE_GAP	N
3	Preventive Maintenance (PM) Program Execution	Make	Plant Maintenance & Reliability	DETERMINISTIC	N	3000000	0		N
3	Receiving & Putaway Operations	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	3000000	1	CONFIDENCE_GAP	N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	3000000	0		N
3	Regulatory Compliance & Safety Issue Support	Service	Dealer Technical Support & Service Engineering	DETERMINISTIC	N	3000000	0		N
3	Parts Supply Chain & Logistics Coordination	Service	Recall & Field Service Action Management	DETERMINISTIC	N	3000000	0		N
3	Financial Management & Cost Recovery	Service	Recall & Field Service Action Management	DETERMINISTIC	N	3000000	0		N
3	Strategic Demand Planning & Scenario Modeling	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2950000	0		N
3	Pricing Management	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	2950000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2900000	1	CONFIDENCE_GAP	N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	2900000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2850000	0		N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	AGENTIC	N	2800000	0		N
3	Production Schedule Execution & Monitoring	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2800000	0		N
3	Warranty & Goodwill Policy Management	Service	Customer Experience & Service Quality	DETERMINISTIC	N	2800000	0		N
3	Service Process Continuous Improvement	Service	Customer Experience & Service Quality	DETERMINISTIC	N	2800000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2600000	1	CONFIDENCE_GAP	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2600000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	AGENTIC	N	2600000	0		N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2600000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	AGENTIC	N	2600000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2600000	0		N
3	New Product Introduction (NPI) Production Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2600000	0		N
3	Constraint & Exception Management	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2500000	0		N
3	Receiving & Putaway Operations	Move & Fulfill	Inbound Logistics & Material Flow	DETERMINISTIC	N	2500000	0		N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	2500000	1	CONFIDENCE_GAP	N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	2500000	0		N
3	Global Logistics Regulatory Compliance	Move & Fulfill	Logistics Network Optimization	DETERMINISTIC	N	2500000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2400000	0		N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2300000	0		N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	AGENTIC	N	2200000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2200000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	0		N
3	Cross-Functional Demand Collaboration	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	1	CONFIDENCE_GAP	N
3	Demand Signal Sensing & Adjustment	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	0		N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	1	NO_STAKES	N
3	Forecast Performance Management & Improvement	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	2100000	0		N
3	Capacity Planning & Optimization	Plan	Production Planning & Scheduling	AGENTIC	N	2100000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2100000	0		N
3	Supplier Commercial Relationship Management	Procure Source & Buy	Contract & Commercial Management	DETERMINISTIC	N	2100000	0		N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	AGENTIC	N	2000000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	2000000	0		N
3	Quality Performance Data Analysis	Make	Quality Control & In-Process Inspection	DETERMINISTIC	N	2000000	0		N
3	Trade Compliance & International Logistics	Move & Fulfill	Customs	DETERMINISTIC	N	2000000	1	CONFIDENCE_GAP	N
3	Customer Order Receipt & Validation	Move & Fulfill	Order Management & Fulfillment	DETERMINISTIC	N	2000000	1	CONFIDENCE_GAP	N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	AGENTIC	N	1900000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1800000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1800000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1600000	1	CONFIDENCE_GAP	N
3	Transportation Compliance & Risk Management	Move & Fulfill	Transportation Management & Carrier Operations	DETERMINISTIC	N	1600000	0		N
3	Warranty Parts Management	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	1600000	0		N
3	Facilities & Equipment Maintenance	Make	Production Support Services	DETERMINISTIC	N	1500000	1	CONFIDENCE_GAP	N
3	Packaging Cost Management & Optimization	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	1500000	1	CONFIDENCE_GAP	N
3	New Product Introduction (NPI) Demand Forecasting	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	1400000	0		N
3	Upfit Solution Design & Integration	Service	Ford Pro Fleet Service & Upfit Operations	DETERMINISTIC	N	1300000	1	CONFIDENCE_GAP	N
3	Market & Economic Intelligence Gathering	Plan	Demand Forecasting & Sensing	DETERMINISTIC	N	1250000	0		N
3	Financial Integration & Profitability Analysis	Plan	Sales & Operations Planning (S&OP)	DETERMINISTIC	N	1200000	0		N
3	Production Planning Governance & Strategy	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1200000	0		N
3	Expendable Packaging Management	Move & Fulfill	Packaging & Returnable Container Management	DETERMINISTIC	N	1200000	1	CONFIDENCE_GAP	N
3	Financial Settlement & Reimbursement	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	1200000	0		N
3	Regulatory & Compliance Planning	Plan	Production Planning & Scheduling	DETERMINISTIC	N	1000000	2	NO_STAKES; CONFIDENCE_GAP	N
3	Financial Settlement & Reimbursement	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	1000000	0		N
3	Compliance & Risk Management	Move & Fulfill	Outbound Vehicle Logistics & Distribution	DETERMINISTIC	N	800000	0		N
3	Financial Settlement & Reimbursement	Service	Warranty Administration & Claims Management	DETERMINISTIC	N	700000	0		N
3	Cross-Functional: Plan	Cross-Functional	Value Flow	DETERMINISTIC	N	300000	1	NO_STAKES	Y
