rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
1574	d44a1374bda0	Contract Amendment & Variation Processing	Contract & Agreement Management (Post-Award)	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	9000000
1575	d482fe938733	Recall Process Auditing & Compliance	Performance Analysis & Process Improvement	Recall & Field Service Action Management	Service	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	8000000
1576	a59eae021e44	Freight Cost Analysis & Budgeting (Outbound)	Service Parts Outbound Logistics & Transportation	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	6500000
1577	642c7d7cd417	Best Practice Identification & Sharing	Performance Analysis & Process Improvement	Recall & Field Service Action Management	Service	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	6000000
1578	96688f17940b	Campaign Status Reporting & Metrics	Recall & FSA Execution & Monitoring	Recall & Field Service Action Management	Service	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	6000000
1579	9bb7612e2311	Customer & Dealer Escalation Process	Order Fulfillment Exception & Escalation Management	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	6000000
1580	abb33e67025c	Escalation of Critical Quality Issues	Non-Conformance Management & Containment	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	5200000
1581	8a42ea1b3b3e	Quantity & Schedule Change Order Processing	Purchase Order Amendment & Change Management	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	5000000
1582	d4756fcc65ea	Part & Price Master Data Maintenance	Procurement Systems & Data Governance	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	5000000
1583	817393a36591	PO Cancellation & Reinstatement Protocol	Purchase Order Amendment & Change Management	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	4000000
1584	8d4d988c245f	Dealer Performance Auditing	Recall & FSA Execution & Monitoring	Recall & Field Service Action Management	Service	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	4000000
1585	8860e3cd0359	Upfit Supplier Performance Management	Upfit Solution Design & Integration	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.6250	0.2500	0.2000	0.8571	0.1624	N		CONFIDENCE_GAP	1	1300000
1586	3774c03ad94e	Data Cleansing & Validation for Models	Statistical Demand Modeling & Analytics	Demand Forecasting & Sensing	Plan	0.5000	0.2500	0.8000	0.2500	0.2000	0.8571	0.1617	N		CONFIDENCE_GAP	2	129000000
1587	ad5c27aff8f6	Change Impact Assessment & Communication	Customer Order Modification & Cancellation	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	28000000
1588	083c1ad1bc24	In-Plant Material Delivery & Sequencing	Internal Production Logistics & Material Handling	Production Support Services	Make	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	18000000
1589	99c45efa7c44	Technology Adoption & Automation Assessment	Warehouse Systems & Data Management	Warehouse & Distribution Center Operations	Move & Fulfill	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	12000000
1590	0266fa28fcbe	Milestone Event Communication Triggering	Order Status Tracking & Visibility	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	9000000
1591	ca8d762165e3	Regulatory Compliance Audit & Reporting (Trade)	Global Trade & Export Order Compliance	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	6000000
1592	f24fc66a7f53	Customer Satisfaction (Order Fulfillment) Metrics	Order Fulfillment Performance Reporting & Analytics	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	5000000
1593	6ef4ea7c8974	Deviation Request & Engineering Change Approval Process	Exception & Non-Conformance Management	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.6000	0.2500	0.2000	0.8571	0.1609	N		CONFIDENCE_GAP	1	4000000
1594	010993a9743a	Expedited Shipping & Special Handling Arrangement	Emergency & Critical Parts Fulfillment	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1595	19567c6053ca	Field Quality Issue Linkage to Warranty Claims	Warranty Performance Monitoring & Analytics	Warranty Administration & Claims Management	Service	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1596	2c8708b2ccdd	Quantity Shortage / Overage PO Adjustment	Exception & Dispute Management	Purchase Order Management & Execution	Procure Source & Buy	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1597	8aa761886a56	Remote Diagnostic Assessment	Customer Request & Incident Management	Roadside Assistance & Emergency Services	Service	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1598	91de4a7d0eba	Production Ramp-Up Supply Network Monitoring	New Product Introduction (NPI) Network Readiness	Supply Network Design & Planning	Plan	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1599	bd5c062bdd1d	Long-Term Production Forecast Alignment to POs	PO Lifecycle Tracking & Monitoring	Purchase Order Management & Execution	Procure Source & Buy	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1600	ccafa1915b2f	Recall Parts Distribution & Expediting	Parts Supply Chain & Logistics Coordination	Recall & Field Service Action Management	Service	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1601	f95995b17ae7	Vendor Managed Inventory (VMI) Execution Oversight	Supplier Interface & Performance Management	Trim Chassis & Final Assembly	Make	0.5000	1.0000	0.5000	1.0000	0.2000	0.0000	0.1485	N		CONFIDENCE_GAP	0	0
1602	017b5052f82f	Diverse Supplier Identification & Development Programs	Supplier Diversity & Sustainability	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1603	05559d85a7a7	Global Trade Compliance & Sanction Screening	Service Parts Regulatory Compliance & Quality Assurance	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1604	0a0f01669067	Design for Manufacturability (DFM) Feedback to Engineering	New Product Introduction (NPI) Sourcing	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1605	0a599c9afe99	Supplier Enterprise System Access Provisioning	Supplier Qualification & Onboarding	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1606	0f30266b0492	Critical Part Shortage Escalation & Resolution	Service Parts Supply Planning & Procurement	Service Parts Planning & Management	Service	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1607	13a75756a1a7	Fleet & Asset Utilization Analysis	Freight Planning & Network Optimization	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1608	14810da92d4b	Regulatory Non-Compliance Incident Response	Emergency & Escalation Management	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1609	1d27d0feefa5	Warranty Fraud Detection & Investigation	Warranty & Goodwill Policy Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1610	1eaa64498f75	Anti-Corruption & Anti-Bribery Compliance Audits	Supplier Compliance & Ethics	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1611	1f159cc0f7c1	Line-Side Part Delivery & Replenishment	Material Flow & Inventory Management (Internal)	Body Shop & Welding	Make	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1612	28921ed07f08	Supplier Onboarding Exception Handling & Escalation	Supplier Qualification & Onboarding	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1613	2bdfdd549979	New Supplier Quality Onboarding Program	New Supplier Quality Assessment & Selection	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1614	2ce82fd5b88c	Disaster Recovery & Business Continuity Planning	Service Parts Network Strategy & Optimization	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1615	30eb13e15888	Executive IBP Financial Review & Plan Approval	Executive S&OP / IBP Review & Decision Making	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1616	34ab6af86966	Unforeseen Obstacle & Roadblock Resolution	Emergency & Escalation Management	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1617	3c12f6efe91a	Contingency Route & Mode Planning	Logistics Risk Management & Resilience Planning	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1618	3ef9ca6f16bd	Service Level Agreement (SLA) Adherence Monitoring	Logistics Performance Management & Analytics	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1619	45d30144d43a	PPAP Deviation & Waiver Management	Advanced Product Quality Planning (APQP) & PPAP Management	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1620	470a1736d55e	Inbound/Outbound Route Guide Creation & Update	Freight Planning & Network Optimization	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1621	472251a71890	Service Outage & Degradation Management	Service Performance Monitoring & Quality Assurance	Connected Vehicle Services & OTA Updates	Service	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1622	57d07c83c471	Tooling Life Cycle Management POs	Tooling & Capital Equipment PO Management	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1623	580d88ee5240	Real-time Vehicle Tracking & ETA Monitoring	In-Transit Visibility & Exception Management	Outbound Vehicle Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1624	5b6cb3ec980e	Executive IBP Supply Review & Scenario Approval	Executive S&OP / IBP Review & Decision Making	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1625	5f4031fb7f7f	Cyber Security Incident Response for Service Parts Systems	Service Parts Business Continuity & Risk Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1626	6326b76a5f86	Dealer Account Reconciliation for Warranty Credits	Financial Settlement & Reimbursement	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1627	63569880deae	Re-entry for Re-paint Decision & Tracking	Paint Quality & Rework Management	Paint Operations	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1628	64ed87c7d05d	Natural Disaster Response & Recovery Logistics Planning	Logistics Risk Management & Resilience Planning	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1629	67d762f5b7f6	Pre-Production Build Planning & Execution Support	Internal Manufacturing Launch Readiness	New Product Launch Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1630	69875dd2aa4a	Pre-Recall Investigation & Root Cause Analysis	Recall & FSA Determination & Strategy	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1631	6efb81ea73f6	Supplier Packaging Non-Compliance Escalation	Packaging Exception & Issue Management	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1632	744bbc22fe96	Supplier Payment Terms Management	Invoice & Payment Processing (P2P part)	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1633	7801b164f631	Packaging Process Root Cause Analysis	Performance Monitoring & Continuous Improvement	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1634	78c1397e0df5	Scenario-Based Financial Modeling	Integrated Financial & Operational Reconciliation	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1635	7feae49ff107	NPI Supply Chain Impact Assessment	New Product Introduction (NPI) Network Readiness	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1636	85479cfee09b	Remote Diagnostics & Telematics Support	Technical Service Support & Diagnostic Tooling	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1637	8555cf4b9769	Geopolitical Event Impact Assessment & Mitigation	Service Parts Business Continuity & Risk Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1638	8a77b5bd15a5	Spare Parts Inventory Management for MRO	Facilities & Equipment Maintenance	Production Support Services	Make	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1639	95c344192e07	Health & Safety (EHS) & Regulatory Compliance	Environmental	Electric Vehicle Battery & Drive Unit Production	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1640	9a62be2d6c44	Supplier Development Program for Indirect Services	Indirect Supplier Performance & Relationship Management	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1641	9b850ce892e9	End-of-Life Planning for Phased-Out Components	Material Flow & Inventory Planning for Launch	New Product Launch Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1642	9f6bcc79d888	Telematics Data Integration & Utilization	Technology & Platform Management	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1643	a510c267e1ff	Escalated Technical Issue Resolution Coordination	Field Service Engineering Support	Dealer Technical Support & Service Engineering	Service	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1644	a7c86526a36e	Bill of Process (BOP) Creation & Maintenance	Manufacturing Engineering & Process Development	Production Support Services	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1645	a7eeb534747d	Predictive Maintenance Program Management	Facilities & Equipment Maintenance	Production Support Services	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1646	ae5d813f438e	Supplier Packaging Compliance Audits	Packaging Supplier & 3PL Management	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1647	b46f19b7c388	Green Logistics Network Design	Logistics Sustainability & Green Initiatives	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1648	b904065ba5cc	External Supplier Dispute Mediation & Arbitration	Commercial Dispute Resolution	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1649	bd524ecd0346	Capital Expenditure (CAPEX) Planning for Infrastructure	Strategic Warehouse Network Planning	Warehouse & Distribution Center Operations	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1650	c15cbc3e4ab2	Fleet Customer Technical Liaison for Ford Pro	Field Service Engineering Support	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1651	c633f94c895b	Short-Term Production Volume Adjustments	Production Planning & Execution Control	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1652	cc23fd2435b7	Supplier Defect Investigation & Escalation	Supplier Defect Management & Recovery	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1653	cf3405136fd6	Collaborative Supplier Process Improvement Initiatives	Supplier Interface & Performance Management	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1654	cf9858bdc873	Spare Parts Inventory Planning & Management	Maintenance & Asset Management	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1655	d14c3f50e8c7	Missing Returnable Container Investigation & Recovery	Packaging Exception & Issue Management	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1656	d91a021d9140	Emissions Reduction Target Collaboration	Supplier Sustainability & Compliance	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1657	e123f4b1d4ba	Supplier Packaging Return & Optimization	Supplier Interface & Performance Management	Trim Chassis & Final Assembly	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1658	e4a78fd802db	EV Fleet Transition Strategy for Logistics	Logistics Sustainability & Green Initiatives	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1659	e5764c59f3ee	Safety & Environmental Process Audits	Manufacturing Process Quality Audits	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1660	e57688941633	Defect Identification & Assessment	Recall & FSA Determination & Strategy	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1661	e9e89d85b336	Post-Launch Supply Chain Optimization Planning	New Product Introduction (NPI) Network Readiness	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1662	ea0ca8104144	Supplier Ecosystem Segmentation & Strategy	Supplier Network Strategy & Development	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1663	ebb9ba524706	Supplier Quality Organization Structure & Resource Planning	Supplier Quality Strategy & Governance	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1664	f39923bcfca1	Supplier Non-Performance & Contractual Dispute Escalation	Exception Handling & Escalation for Connected Services	Connected Vehicle Services & OTA Updates	Service	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1665	f3d0408f2f3b	Scenario Development & Simulation (Demand/Supply)	Risk Management & Scenario Planning	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1666	f44442740748	Disaster Recovery Planning for Service Parts Network	Service Parts Business Continuity & Risk Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1667	f4f59f610455	Root Cause Analysis for Logistics Incidents	Continuous Improvement & Data Analytics	Outbound Vehicle Logistics & Distribution	Move & Fulfill	0.5000	1.0000	0.5000	0.2500	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1668	fb5a2a2909e4	Emergency Service Network Activation	Fleet Service Network & Capacity Management	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	1.0000	0.2000	0.0000	0.1260	N		CONFIDENCE_GAP	0	0
1669	99a8320be4fb	Cybersecurity Strategy for Logistics Systems	Logistics Risk Management & Resilience Planning	Logistics Network Optimization	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.2000	0.0000	0.1148	N		CONFIDENCE_GAP	0	0
1670	ac792035dd7a	Export Documentation & Customs Declaration	Global Trade & Export Order Compliance	Order Management & Fulfillment	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.2000	0.0000	0.1148	N		CONFIDENCE_GAP	0	0
1671	f5f0ef51c136	Employee Training & Skills Development Programs	Warehouse Performance & Continuous Improvement	Warehouse & Distribution Center Operations	Move & Fulfill	0.5000	0.2500	0.5000	1.0000	0.2000	0.0000	0.1148	N		CONFIDENCE_GAP	0	0
1672	006ab07dba13	Supplier Performance Management Framework Design	Supplier Network Strategy & Development	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1673	03f7dad3f50c	APQP Status Tracking & Escalation	Advanced Product Quality Planning (APQP) & PPAP Management	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1674	04aef3d9a8b7	Process Gap Identification & Root Cause Analysis	Performance Management & Continuous Improvement	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1675	04c8e734d182	Recall Scope & Strategy Definition	Recall & FSA Determination & Strategy	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1676	0a11901f65ff	Recall Committee Review & Decision	Recall & FSA Determination & Strategy	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1677	0a492644956f	Freight Carrier Performance Management	Service Parts Network Design & Operations	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1678	0abd15fd0421	Supplier Warranty Agreement Development & Compliance	Warranty Cost Recovery & Supplier Management	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1679	10d54a88915d	Dealer Communication & Training	Dealer Operations & Service Readiness	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1680	13450089abc3	Single Source Risk Mitigation Strategy Development	Supplier Risk & Resilience Management	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1681	1a0f4e237fab	Supply Chain Risk Identification & Assessment	Service Parts Business Continuity & Risk Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1682	1a507ea0e5d3	Performance Review & Development Planning for Maintenance Teams	Maintenance Workforce Management & Development	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1683	1ab62a60ae9d	Cross-Reference & Supersession Data Management	Service Parts Master Data & Bill of Material (BOM) Management	Service Parts Planning & Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1684	1d8ee59e7da2	Urgent Packaging Requirement Expedite Process	Packaging Exception & Issue Management	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1685	211d75446cf0	Cost of Quality (COQ) Analysis for Stamping	Data Analytics & Performance Management	Stamping Operations	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1686	23d5e8fc9dfa	Root Cause Corrective Action (RCCA) Implementation	Performance Analysis & Process Improvement	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1687	2650d3a40097	Dealer Technical Support Hotline Management	Technical Service Support & Diagnostic Tooling	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1688	268a7c278ccf	Patent & Intellectual Property (IP) Protection	Supplier Relationship & Innovation Management	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1689	269d9bd88ce6	Technology Scouting for Future NPI Programs	New Product Introduction (NPI) Sourcing	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
