rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
435	ad32166c6e74	Measure And Report KPI Performance	Develop and Maintain Reporting, KPI and Scorecards Standards	Performance Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
436	aeb28c25688d	Implement Asset Variation	Manage Assets	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
437	afe42ef450cd	Enable And Maintain Guided Buying/ Portal	Enable Guided Buying / Portal	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
438	b21477033926	Define Spend Taxonomy & Segmentation Strategy	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
439	b40cda058437	Segment Sub-Categories	Define Category Segmentation Strategy	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
440	b544a11c3101	Co-Manufacturers Plan Creation	Conduct Co-Manufacturing Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
441	b5a6709eed9e	Understand Past & Expected Changes In Network	Develop Network Strategy	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
442	ba0d55cf80d1	Prequalify Suppliers	Execute Sourcing	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
443	bb6ea8add5c8	Define Innovation Strategy & Objectives	Manage Supplier Innovation	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
444	bba5c5648627	Define Sourcing Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
445	bdd32fb60eb2	Gather Data & Calculate Budget Price	Provide Forecasting Support	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
446	be8a52d50df8	Manage Contract Obligations	Manage Contract Performance	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
447	beb1f28fc714	Align & Manage Business Continuity for Procurement	Manage Resilience Procurement	Risk & Resiliency	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
448	c09065071fbf	Define Procurement Responsibility & Ethics Governance	Develop Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
449	c2b94a4089e7	Fill Customs Declaration	Execute Customs Clearance	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
450	c497f4fdfa26	Monitor & Manage Procurement Shared Services	Manage Control Framework	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
451	c59dc988493c	Update & Manage Demand Governance Processes & Policies	Identify Demand Policy Impacts	Demand Planning for Source & Procure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
452	c6433440893e	Select Sourcing Type	Execute Sourcing	Sourcing	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
453	c72aafde66bb	Define Constraints	Manage Supply Network	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
454	c753a9b5243f	Define the Technology Requirements	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
455	ca293cd01d4f	Review And Evaluate Contract Performance Metrics	Manage Contract Performance	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
456	cac2a1837a0c	Define Long Term, And Medium Focus Areas And Priorities	Develop Strategy and Target Setting	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
457	cbf892c9f03d	Calculate Custom Key Figures	Implement Short Term Demand Sensing	Forecast Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
458	cd7af5bfb2f8	Plan Implementation & Follow Up	Manage Continuous Improvement of Demand	Demand Planning for Source & Procure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
459	ce033e414c07	Review & Reconcile Inventory	Prepare And Conduct S&OE	Sales & Operations Execution	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
460	d199d5673b32	Define & Update Digital Strategy & Roadmap	Define Digital Strategy	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
461	d3813f1d0bd5	Manage Procurement Transformation Strategic Initiatives	Manage Procurement Projects (PMO)	Execute Governance & Infrastructure	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
462	d52114b2bdae	Set-Up Product Life Cycle	Manage NPI and Phase-In/Out	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
463	d59d3c58064c	Manage Template Selection	Author Contract	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
464	d8f7b0d5880b	Define & Manage External & Internal Data Needs	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
465	d96f66340b32	Identify & Define Asset Variation Criteria	Manage Assets	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
466	d9d3b4a67e96	Run Optimization Tool	Intigrate And Optimize Production Parameter	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
467	dafc4bb6cf74	Assign Lifecycle Profiles	Manage NPI and Phase-In/Out	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
468	ddf2a58b705d	Define & Update Technology Architecture	Define Digital Strategy	Define Functional Strategy	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
469	de171f34ad0a	On-Board Services	Administer Third-Party Services	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
470	e16777018b34	Update Baseline Scenario	Conduct Supply Scenario Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
471	e18b54e351b3	Mitigate Contract Risks	Manage Contract Lifecycle	Contract Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
472	e1f658fb62d1	Review of Distribution Plan	Conduct Distribution Requirements Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
473	e202b50c6838	Manage Organizational Factors In Warehouse Safety?	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
474	e61601645f81	Manage Category Segmentation Approach	Define Category Segmentation Strategy	Category Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
475	e72d866fdc41	Review Results	Intigrate And Optimize Production Parameter	Supply Strategy & Analytics	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
476	e85fdbf8cdd5	Execute Outbound Staging	Manage Loading & Shipping	Warehouse Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
477	ea06f79c6088	Implement Innovation Initiatives	Manage Stakeholder Innovation	Partner With Stakeholders	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
478	ec3b4f184a51	Improve LSP Performance	Manage LSP	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
479	ed0663ff8dd9	Enable Self-Service Vending & Vendor Managed Inventory	Enable Buying Channels	Business Intake	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
480	edfff0817af0	Maintain Parameters	Define Demand Aggregation Or Disaggregation	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
481	eeb684730365	Determine Preferences	Manage & Execute Preferential Program	Global Trade Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
482	f0aa596d3846	Define Responsible Procurement Analytics Use-Cases	Define Use Cases/ Outcomes	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
483	f11e125916fe	Manage Data Collection & Budget Price Calculation	Integrate Budget to Initiatives	Budget Alignment	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
484	f5d03bd29cc0	Define Supplier Performance Approach	Manage Supplier Performance	Supplier Management	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
485	f65c2c253477	Analyse Results	Conduct Tactical Materials Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
486	f7c9278cc5d6	Develop Sourcing Calendar & Annual Plan	Develop Category Strategy Plan	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
487	f7ce0bbedc42	Identify Spend Data Sources	Manage Spend Visibility	Insight & Analytics	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
488	f8c0d0739ef0	Manage Receipt Cancellation	Receive Goods & Services	Order to "Ok To Pay"	Source & Procure	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
489	f8f270e894af	Define Sourcing Approach	Source LSP	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
490	faa677ccc443	Manage Equipment Factors In Warehouse Safety?	Develop Health, Safety and Environment Factors	Fulfilment Strategy	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
491	fcd8deac30e6	Manage Returns & Refusals	Process Orders	Order Management	Fulfill	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
492	fd9571794829	Review Alerts	Conduct Co-Manufacturing Planning	Tactical Supply Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
493	fe9ec0a21edf	Conduct Post-Promotion Analysis	Forecast Enrichment	Demand Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.6000	0.0000	0.3850	N			0	0
494	0bab42825531	Check Performance	Generate Forecast and Manage Exceptions	Forecast Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
495	10a635df3808	Communicate Final Price To Internal Stakeholders	Provide Forecasting Support	Budget Alignment	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
496	158a249a5a3c	Manage Competency Framework	Manage People	Execute Governance & Infrastructure	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
497	1610ed5e7d69	Create Performance Dashboards	Measure And Manage Demand Performance & Improvement	Forecast Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
498	1b117c2a820d	Define Procurement Supplier Diversity & Inclusion Goals & Objectives	Develop Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
499	1d4875fb0055	Evaluate Effectiveness of Routing	Conduct Intelligent Business Intake	Business Intake	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
500	1fea8aae16c6	Assess Footprint	Manage Sustainability Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
501	264bca3893e7	Govern Master Data(Raci, Meeting Cadence And Escalation Routine)	Establish Master Data Governance	Fulfilment Strategy	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
502	275f0152c469	Develop And Maintain Data Validation Rules	Establish Master Data Governance	Fulfilment Strategy	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
503	2b0548ee4360	Define Innovation Roadmap	Manage Stakeholder Innovation	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
504	2c5f2f6b8ab0	Maintain Dashboards/Reports & Manage Upgrades	Develop and Maintain Reporting, KPI and Scorecards Standards	Performance Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
505	304efa5804be	Define Srm Organizational Model & Stakeholders	Manage Supplier Relationships	Supplier Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
506	3372bb76348a	Validate & Socialize Aligned Budget	Align Budget	Budget Alignment	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
507	3436e6374160	Maintain Unit of Measure	Manage Demand Planning Data	Forecast Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
508	346a1cc97ccd	Track & Report Compliance Performance	Manage Compliance & Performance	Control & Monitoring	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
509	3887df249134	Update Requirements	Manage Supply Planning Data	Supply Strategy & Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
510	3b192d0da92f	Review Revenue, Cost And Margins.	Prepare And Conduct S&OE	Sales & Operations Execution	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
511	3e748a8429b9	Collect & Analyse Asset Purchasing & Performance Data	Manage Assets	Category Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
512	416b114f3a86	Manage Master Data	Manage Technology	Execute Governance & Infrastructure	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
513	42ccd610c33f	Define Descriptive Insights Approach	Define Data & Analytics Strategy	Insight & Analytics	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
514	46363666dcaa	Manage Functional Scorecard & Executive/ C-Level Dashboard	Manage Performance Objectives	Execute Governance & Infrastructure	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
515	465dd20c5939	Synthesize Internal Category Analysis	Define Category Plan	Category Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
516	54c5263ddd92	Manage Value Added Services	Execute Pick and Pack	Warehouse Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
517	5ff2b58d2951	Synthesize Market Intelligence & Other External Analysis	Define Category Plan	Category Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
518	5ff4c822197c	Conduct Standard Data Reporting And Analytics	Generate & Analyse Insights	Insight & Analytics	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
519	629d1219df68	Perform Stakeholder Mapping	Develop Stakeholder Strategy	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
520	66c76fdd3675	Develop Methodology for Measuring Benefits	Report Benefits and Performance	Control & Monitoring	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
521	6a963e030d09	Define Procurement & Finance Stakeholders	Conduct Budget Planning	Budget Alignment	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
522	6e18dd094ce4	Identify Innovation Needs Jointly With Business Stakeholders	Manage Category Innovation	Category Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
523	6f725314d341	Share the Findings	Manage Customer Collaborative Planning	Demand Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
524	70ee855a8763	Conduct Ad Hoc Data Reporting And Analytics	Generate & Analyse Insights	Insight & Analytics	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
525	7858a4b6dfee	Assess Innovation Capability And Maturity	Manage Stakeholder Innovation	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
526	7a70ceaf68af	Monitor Parameters	Manage Customer Collaborative Planning	Demand Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
527	7a883ac24607	Define Compliance Program	Manage Compliance & Performance	Control & Monitoring	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
528	7db0e086cee0	Manage Risk And Value Tracking	Monitor LSP Spend & Contract Compliance	Logistics Service Provider (LSP) Selection and Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
529	83319e65ee12	Review Internal & External Insights	Align Budget	Budget Alignment	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
530	87d59e876716	Align Procurement Teams And Governance To Stakeholders Groups	Develop Stakeholder Strategy	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
531	9008dd1a8cce	Communicate Initiatives & Strategy	Manage Responsibility & Ethics Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
532	9889933be3f4	Manage Actual Sales Shipment	Manage Sales Order And Sales Pipeline	Demand Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
533	9b0e5e3bc4f0	Align With Corporate Supplier Diversity & Inclusion Strategies	Develop Supplier Diversity & Inclusion Strategy	Responsibility, Sustainability & Supplier Diversity	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
534	9e6ef22bd4d9	Capture delivery confirmation	Execute Shipments	Transportation Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
535	a50fb1780f57	Generate Self bills	Manage Freight cost	Transportation Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
536	aa693be920af	Socialize Budget Plan With Stakeholders	Conduct Budget Planning	Budget Alignment	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
537	aed5ecdbbc34	Measure Innovation Performance	Manage Category Innovation	Category Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
538	b6808d64e22b	Communicate Demand Governance Processes And Policies	Identify Demand Policy Impacts	Demand Planning for Source & Procure	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
539	b6d912690301	Develop Engagement Plans	Manage Stakeholder Relationships	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
540	b7ab28a73226	Enable P-Cards	Enable Buying Channels	Business Intake	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
541	b847507bb326	Validate Multiyear Performance Plan & Category Strategy With Business	Manage Category Governance	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
542	bd16e16d4400	Develop Point of Sales	Manage Sales Order And Sales Pipeline	Demand Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
543	c39b09b8116d	Define Innovation Future State & Strategy	Manage Stakeholder Innovation	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
544	c43aeb601087	Define Guided Buying/ Portal Strategy	Enable Guided Buying / Portal	Business Intake	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
545	c764e377b824	Define Guided Buying/ Portal Rules	Enable Guided Buying / Portal	Business Intake	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
546	d2c971519638	Update Parameters	Conduct Distribution Requirements Planning	Tactical Supply Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
547	d342b3f18355	Define Stakeholder Engagement Strategies	Develop Stakeholder Strategy	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
548	d4695bdf3a40	Load Customer Product	Manage Demand Planning Data	Forecast Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
549	d66b9e053fd8	Manage Data Quality And Reporting (Completeness, Accessibility, Accuracy)	Establish Master Data Governance	Fulfilment Strategy	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
550	dac56df6c4da	Enable Category Specific Application	Enable Buying Channels	Business Intake	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
551	e13098323a75	Review Demand Governance Process And Policies	Identify Demand Policy Impacts	Demand Planning for Source & Procure	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
552	e796c935732b	Manage Open Sales Orders	Manage Sales Order And Sales Pipeline	Demand Planning	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
553	e8430e1589fd	Execute Engagement Plans	Manage Stakeholder Relationships	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
554	e8c9b408ba4d	Manage Quality Audits	Manage Storage Capacity & Inventory	Warehouse Management	Fulfill	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
555	e8d941339f1f	Manage Stakeholder Relationships & Satisfaction	Manage Stakeholder Relationships	Partner With Stakeholders	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
556	eb037bc8a24c	Manage Inbound Documents	Perform Invoice Processing & Payment	Order to "Ok To Pay"	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
557	edec4d10aa4d	Manage Metrics & Reporting	Manage Risks	Risk & Resiliency	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
558	f294e73e702d	Collect And Analyse Current Data	Manage Supply Planning Data	Supply Strategy & Analytics	Plan	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
559	fa8f5c8fb820	Establish Template And Clause Rules	Template Management	Contract Management	Source & Procure	0.5000	0.2500	0.5000	0.2500	0.6000	0.0000	0.3475	N			0	0
560	0e0a2efb3fc7	Execute Spot buys	Plan Transportation	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
561	149412cd3840	Create Planning Profile	Conduct Material Requirements Planning	Operational Supply Planning	Plan	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
562	57b78ec4e147	Handle Exceptions	Plan Transportation	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
563	63a1fac94074	off-Board Services	Administer Third-Party Services	Contract Management	Source & Procure	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
564	908fd364ec7e	Book Time slots at destination	Manage time slots	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
565	a6a5eafbad61	Review Deployment Results	Monitor Inventory Deployment	Operational Supply Planning	Plan	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
566	a80bc7714fb3	Manage Disputes	Manage Freight cost	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
567	ca8e1c86339c	Receive Carrier Confirmation	Plan Transportation	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
568	ccf3851115e2	Monitor Vehicle Emissions	Manage Logistics Sustainability	Fulfilment Strategy	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
569	f4f1efb29a4f	Book Time slots at origin	Manage time slots	Transportation Management	Fulfill	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
570	fba0dc1a933c	Create Deployment Profile	Monitor Inventory Deployment	Operational Supply Planning	Plan	0.5000	0.0000	0.5000	0.2500	0.6000	0.0000	0.3100	N			0	0
571	448a1b61a163	Define Vision & Strategy	Define Procurement Vision & Strategic Roadmap	Define Functional Strategy	Source & Procure	0.0000	0.0000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
572	a3e9ad2f0ce9	Define Organizational Principles And Key Design Decisions	Define Workforce Strategy	Define Functional Strategy	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
573	6adb59f55653	Define Roles And Responsibilities	Define Workforce Strategy	Define Functional Strategy	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
574	981abfe67dc6	Define And Manage Policies	Manage Control Framework	Execute Governance & Infrastructure	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
575	a6b24ebbcc3e	Manage Spend Taxonomy	Manage Control Framework	Execute Governance & Infrastructure	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
576	5ae528d6de18	Maintain Processes	Manage Business Processes	Execute Governance & Infrastructure	Source & Procure	0.0000	0.5000	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
577	cc21366f8914	Manage People Performance	Manage People	Execute Governance & Infrastructure	Source & Procure	0.0000	0.2500	0.5000	0.2500	0.6000	0.0000	0.0000	N	NO_STAKES	NO_STAKES	0	0
578	066eeaaf4eb5	Manage Career Development	Manage People	Execute Governance & Infrastructure	Source & Procure	0.0000	0.0000	0.0000	0.2500	0.2000	0.0000	0.0000	N	DEAD_ZONE	DEAD_ZONE,NO_STAKES,CONFIDENCE_GAP	0	0
